Squeezing [dB],X,P,Bipartition ID,Bipartition 1,Bipartition 2
3.802112417,n_x_0-n_x_6+n_x_19,n_p_0-n_p_7+n_p_3,4164,"[1, 3, 7, 13]","[2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.802112417,n_x_0-n_x_6-n_x_2,n_p_0-n_p_7-n_p_8,4165,"[2, 3, 7, 13]","[1, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_7,4166,"[1, 2, 3, 7, 13]","[4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0-n_x_7+n_x_3,n_p_6+n_p_0,4167,"[4, 7, 13]","[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.802112417,n_x_0-n_x_6-n_x_2,n_p_0-n_p_7+n_p_8,4168,"[1, 4, 7, 13]","[2, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_5-n_x_6,n_p_2-n_p_1-n_p_0,4071,"[4, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 5, 13, 14, 15, 16]"
3.802112417,n_x_0-n_x_6-n_x_19,n_p_0-n_p_7+n_p_3,4169,"[2, 4, 7, 13]","[1, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_7,4170,"[1, 2, 4, 7, 13]","[3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_6+n_p_0,4171,"[3, 4, 7, 13]","[1, 2, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4174,"[1, 2, 3, 4, 7, 13]","[5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0-n_p_20,4176,"[1, 5, 7, 13]","[2, 3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_5+n_x_6,n_p_2-n_p_22,4175,"[5, 7, 13]","[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4173,"[2, 3, 4, 7, 13]","[1, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4172,"[1, 3, 4, 7, 13]","[2, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_20,4178,"[1, 2, 5, 7, 13]","[3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0-n_p_20,4177,"[2, 5, 7, 13]","[1, 3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4179,"[3, 5, 7, 13]","[1, 2, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4180,"[1, 3, 5, 7, 13]","[2, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4183,"[4, 5, 7, 13]","[1, 2, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4182,"[1, 2, 3, 5, 7, 13]","[4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_8,n_p_9-n_p_2+n_p_0,4072,"[1, 4, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 5, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4185,"[2, 4, 5, 7, 13]","[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4181,"[2, 3, 5, 7, 13]","[1, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4187,"[3, 4, 5, 7, 13]","[1, 2, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4186,"[1, 2, 4, 5, 7, 13]","[3, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,4184,"[1, 4, 5, 7, 13]","[2, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4188,"[1, 3, 4, 5, 7, 13]","[2, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4190,"[1, 2, 3, 4, 5, 7, 13]","[6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4189,"[2, 3, 4, 5, 7, 13]","[1, 6, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_5,n_p_7-n_p_2,4191,"[6, 7, 13]","[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_7-n_p_0,4193,"[2, 6, 7, 13]","[1, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_1,n_p_0-n_p_7,4194,"[1, 2, 6, 7, 13]","[3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_7-n_p_0,4192,"[1, 6, 7, 13]","[2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4198,"[1, 2, 3, 6, 7, 13]","[4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_7-n_p_0,4195,"[3, 6, 7, 13]","[1, 2, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4196,"[1, 3, 6, 7, 13]","[2, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4197,"[2, 3, 6, 7, 13]","[1, 4, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4200,"[1, 4, 6, 7, 13]","[2, 3, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_7-n_p_0,4199,"[4, 6, 7, 13]","[1, 2, 3, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4201,"[2, 4, 6, 7, 13]","[1, 3, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4202,"[1, 2, 4, 6, 7, 13]","[3, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4204,"[1, 3, 4, 6, 7, 13]","[2, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4203,"[3, 4, 6, 7, 13]","[1, 2, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4206,"[1, 2, 3, 4, 6, 7, 13]","[5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_2-n_x_1+n_x_6,n_p_5-n_p_7,4003,"[3, 6, 8, 9, 10, 11, 12]","[1, 2, 4, 5, 7, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4205,"[2, 3, 4, 6, 7, 13]","[1, 5, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_5,n_p_2-n_p_7,4207,"[5, 6, 7, 13]","[1, 2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4208,"[1, 5, 6, 7, 13]","[2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4210,"[1, 2, 5, 6, 7, 13]","[3, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,4209,"[2, 5, 6, 7, 13]","[1, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_3,4211,"[3, 5, 6, 7, 13]","[1, 2, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4212,"[1, 3, 5, 6, 7, 13]","[2, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4213,"[2, 3, 5, 6, 7, 13]","[1, 4, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4214,"[1, 2, 3, 5, 6, 7, 13]","[4, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4217,"[2, 4, 5, 6, 7, 13]","[1, 3, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_3,4215,"[4, 5, 6, 7, 13]","[1, 2, 3, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4218,"[1, 2, 4, 5, 6, 7, 13]","[3, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4216,"[1, 4, 5, 6, 7, 13]","[2, 3, 8, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4219,"[3, 4, 5, 6, 7, 13]","[1, 2, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4220,"[1, 3, 4, 5, 6, 7, 13]","[2, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4221,"[2, 3, 4, 5, 6, 7, 13]","[1, 8, 9, 10, 11, 12, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,4222,"[1, 2, 3, 4, 5, 6, 7, 13]","[8, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0-n_x_2,n_p_0-n_p_6+n_p_5,4226,"[1, 2, 8, 13]","[3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.802112417,n_x_0+n_x_12,n_p_0,4230,"[1, 2, 3, 8, 13]","[4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_9+n_x_1-n_x_0,n_p_0-n_p_8,4021,"[2, 3, 5, 6, 8, 9, 10, 11, 12]","[1, 4, 7, 13, 14, 15, 16]"
3.802112417,n_x_0+n_x_12,n_p_0,4234,"[1, 2, 4, 8, 13]","[3, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_6+n_p_0,4235,"[3, 4, 8, 13]","[1, 2, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4236,"[1, 3, 4, 8, 13]","[2, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4237,"[2, 3, 4, 8, 13]","[1, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4238,"[1, 2, 3, 4, 8, 13]","[5, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_5+n_x_6,n_p_2-n_p_22,4239,"[5, 8, 13]","[1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_2+n_x_1,n_p_0+n_p_7,4240,"[1, 5, 8, 13]","[2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_2+n_x_1,n_p_0+n_p_7,4241,"[2, 5, 8, 13]","[1, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_6,n_p_0-n_p_22,4242,"[1, 2, 5, 8, 13]","[3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4243,"[3, 5, 8, 13]","[1, 2, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4244,"[1, 3, 5, 8, 13]","[2, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4245,"[2, 3, 5, 8, 13]","[1, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4246,"[1, 2, 3, 5, 8, 13]","[4, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4247,"[4, 5, 8, 13]","[1, 2, 3, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4248,"[1, 4, 5, 8, 13]","[2, 3, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,4249,"[2, 4, 5, 8, 13]","[1, 3, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4250,"[1, 2, 4, 5, 8, 13]","[3, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4251,"[3, 4, 5, 8, 13]","[1, 2, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4252,"[1, 3, 4, 5, 8, 13]","[2, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4253,"[2, 3, 4, 5, 8, 13]","[1, 6, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4254,"[1, 2, 3, 4, 5, 8, 13]","[6, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_6+n_x_5,n_p_2-n_p_7,4255,"[6, 8, 13]","[1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0+n_p_20,4256,"[1, 6, 8, 13]","[2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0+n_p_20,4257,"[2, 6, 8, 13]","[1, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_20,4258,"[1, 2, 6, 8, 13]","[3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4259,"[3, 6, 8, 13]","[1, 2, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4260,"[1, 3, 6, 8, 13]","[2, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4261,"[2, 3, 6, 8, 13]","[1, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4262,"[1, 2, 3, 6, 8, 13]","[4, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4263,"[4, 6, 8, 13]","[1, 2, 3, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4264,"[1, 4, 6, 8, 13]","[2, 3, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,4265,"[2, 4, 6, 8, 13]","[1, 3, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4266,"[1, 2, 4, 6, 8, 13]","[3, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_6,4267,"[3, 4, 6, 8, 13]","[1, 2, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4268,"[1, 3, 4, 6, 8, 13]","[2, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4269,"[2, 3, 4, 6, 8, 13]","[1, 5, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4270,"[1, 2, 3, 4, 6, 8, 13]","[5, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_6,n_p_2+n_p_0,4271,"[5, 6, 8, 13]","[1, 2, 3, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,4272,"[1, 5, 6, 8, 13]","[2, 3, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,4273,"[2, 5, 6, 8, 13]","[1, 3, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4274,"[1, 2, 5, 6, 8, 13]","[3, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_3,4275,"[3, 5, 6, 8, 13]","[1, 2, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4276,"[1, 3, 5, 6, 8, 13]","[2, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4277,"[2, 3, 5, 6, 8, 13]","[1, 4, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4278,"[1, 2, 3, 5, 6, 8, 13]","[4, 7, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_3,4279,"[4, 5, 6, 8, 13]","[1, 2, 3, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4280,"[1, 4, 5, 6, 8, 13]","[2, 3, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4281,"[2, 4, 5, 6, 8, 13]","[1, 3, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4282,"[1, 2, 4, 5, 6, 8, 13]","[3, 7, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4283,"[3, 4, 5, 6, 8, 13]","[1, 2, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4284,"[1, 3, 4, 5, 6, 8, 13]","[2, 7, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4285,"[2, 3, 4, 5, 6, 8, 13]","[1, 7, 9, 10, 11, 12, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,4286,"[1, 2, 3, 4, 5, 6, 8, 13]","[7, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_10+n_x_0-n_x_2+n_x_5+n_x_9+n_x_12,n_p_7+n_p_0-n_p_18-n_p_2,4095,[13],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0-n_x_6,n_p_1+n_p_0,4287,"[7, 8, 13]","[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4288,"[1, 7, 8, 13]","[2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4289,"[2, 7, 8, 13]","[1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4290,"[1, 2, 7, 8, 13]","[3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_6+n_p_0,4291,"[3, 7, 8, 13]","[1, 2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4292,"[1, 3, 7, 8, 13]","[2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4293,"[2, 3, 7, 8, 13]","[1, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4294,"[1, 2, 3, 7, 8, 13]","[4, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_6+n_p_0,4295,"[4, 7, 8, 13]","[1, 2, 3, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4296,"[1, 4, 7, 8, 13]","[2, 3, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4297,"[2, 4, 7, 8, 13]","[1, 3, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4298,"[1, 2, 4, 7, 8, 13]","[3, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_6,4299,"[3, 4, 7, 8, 13]","[1, 2, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4300,"[1, 3, 4, 7, 8, 13]","[2, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4301,"[2, 3, 4, 7, 8, 13]","[1, 5, 6, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4302,"[1, 2, 3, 4, 7, 8, 13]","[5, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4303,"[5, 7, 8, 13]","[1, 2, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4304,"[1, 5, 7, 8, 13]","[2, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4305,"[2, 5, 7, 8, 13]","[1, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4306,"[1, 2, 5, 7, 8, 13]","[3, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4307,"[3, 5, 7, 8, 13]","[1, 2, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4309,"[2, 3, 5, 7, 8, 13]","[1, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4308,"[1, 3, 5, 7, 8, 13]","[2, 4, 6, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4310,"[1, 2, 3, 5, 7, 8, 13]","[4, 6, 9, 10, 11, 12, 14, 15, 16]"
3.979400086720376,n_x_5-n_x_6,n_p_2-n_p_1-n_p_0,4067,"[3, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 4, 5, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4311,"[4, 5, 7, 8, 13]","[1, 2, 3, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4312,"[1, 4, 5, 7, 8, 13]","[2, 3, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4313,"[2, 4, 5, 7, 8, 13]","[1, 3, 6, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4314,"[1, 2, 4, 5, 7, 8, 13]","[3, 6, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4315,"[3, 4, 5, 7, 8, 13]","[1, 2, 6, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4316,"[1, 3, 4, 5, 7, 8, 13]","[2, 6, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4317,"[2, 3, 4, 5, 7, 8, 13]","[1, 6, 9, 10, 11, 12, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,4318,"[1, 2, 3, 4, 5, 7, 8, 13]","[6, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4319,"[6, 7, 8, 13]","[1, 2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4320,"[1, 6, 7, 8, 13]","[2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4321,"[2, 6, 7, 8, 13]","[1, 3, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4322,"[1, 2, 6, 7, 8, 13]","[3, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4323,"[3, 6, 7, 8, 13]","[1, 2, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4325,"[2, 3, 6, 7, 8, 13]","[1, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4324,"[1, 3, 6, 7, 8, 13]","[2, 4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.80211241711606,n_x_11+n_x_1+n_x_6+n_x_9-n_x_0,n_p_8+n_p_0+n_p_25-n_p_1,4103,"[4, 13]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4326,"[1, 2, 3, 6, 7, 8, 13]","[4, 5, 9, 10, 11, 12, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_6,4327,"[4, 6, 7, 8, 13]","[1, 2, 3, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4329,"[2, 4, 6, 7, 8, 13]","[1, 3, 5, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4330,"[1, 2, 4, 6, 7, 8, 13]","[3, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4328,"[1, 4, 6, 7, 8, 13]","[2, 3, 5, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4332,"[1, 3, 4, 6, 7, 8, 13]","[2, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4331,"[3, 4, 6, 7, 8, 13]","[1, 2, 5, 9, 10, 11, 12, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,4333,"[2, 3, 4, 6, 7, 8, 13]","[1, 5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0+n_x_1,n_p_0+n_p_2,4335,"[5, 6, 7, 8, 13]","[1, 2, 3, 4, 9, 10, 11, 12, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,4334,"[1, 2, 3, 4, 6, 7, 8, 13]","[5, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4336,"[1, 5, 6, 7, 8, 13]","[2, 3, 4, 9, 10, 11, 12, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,4337,"[2, 5, 6, 7, 8, 13]","[1, 3, 4, 9, 10, 11, 12, 14, 15, 16]"
